dt_kst,open,close,low,high,acc_price,acc_vol,mid,eye_base,eye_trans,eye_fore1,eye_fore2,eye_fore_diff,mid_eye_fore1,mid_eye_fore2,mid_eye_fore,mid_eye_fore_pre,eye_trans_base,low_point,high_point,ma40,mid_ma40,ema112,mid_ema112,good
2017-12-01 14:00:00,11691000.0,11621000.0,11620000.0,11715000.0,3704596735.07,317.22127774,11667500.0,11407500.0,11525500.0,,,,,,middle,middle,over,False,False,,under,,under,False
2017-12-01 14:30:00,11626000.0,11539000.0,11517000.0,11650000.0,5078458773.83,438.95981205,11583500.0,11408500.0,11525500.0,,,,,,middle,middle,over,False,False,,under,,under,False
2017-12-01 15:00:00,11539000.0,11567000.0,11479000.0,11600000.0,4619587991.84,400.55046938,11539500.0,11413000.0,11600000.0,,,,,,middle,middle,over,False,False,,under,,under,False
2017-12-01 15:30:00,11570000.0,11420000.0,11411000.0,11630000.0,4005219552.88,347.67500001,11520500.0,11552500.0,11600500.0,,,,,,middle,middle,over,False,True,,under,,under,False
2017-12-01 16:00:00,11424000.0,11477000.0,11310000.0,11533000.0,9670304849.67,847.57130992,11421500.0,11552500.0,11580000.0,,,,,,middle,middle,over,True,False,,under,,under,False
2017-12-01 16:30:00,11475000.0,11477000.0,11415000.0,11536000.0,5541174611.75,482.50813718,11475500.0,11618500.0,11580000.0,,,,,,middle,middle,under,False,False,,under,,under,False
2017-12-01 17:00:00,11474000.0,11531000.0,11445000.0,11627000.0,5210837334.32,451.46985951,11536000.0,11650000.0,11580000.0,,,,,,middle,middle,under,False,True,,under,,under,False
2017-12-01 17:30:00,11531000.0,11539000.0,11435000.0,11599000.0,5446983396.76,472.42312928,11517000.0,11650000.0,11549500.0,,,,,,middle,middle,under,True,False,,under,,under,False
2017-12-01 18:00:00,11542000.0,11614000.0,11509000.0,11618000.0,4220050774.98,364.4664842,11563500.0,11650000.0,11512500.0,,,,,,middle,middle,under,False,False,,under,,under,False
2017-12-01 18:30:00,11614000.0,11792000.0,11606000.0,11810000.0,9941257767.15,847.69607859,11708000.0,11650000.0,11560000.0,,,,,,middle,middle,under,False,False,,under,,under,False
2017-12-01 19:00:00,11788000.0,11649000.0,11604000.0,11820000.0,10202490040.7,871.16921373,11712000.0,11650000.0,11565000.0,,,,,,middle,middle,under,False,True,,under,,under,False
2017-12-01 19:30:00,11628000.0,11602000.0,11550000.0,11688000.0,4958102040.77,426.65249567,11619000.0,11650000.0,11565000.0,,,,,,middle,middle,under,True,False,11406450.0,over,,under,False
2017-12-01 20:00:00,11625000.0,11728000.0,11602000.0,11799000.0,5798739303.51,495.27415062,11700500.0,11750500.0,11565000.0,,,,,,middle,middle,under,False,False,11438800.0,over,,under,False
2017-12-01 20:30:00,11728000.0,11800000.0,11705000.0,11814000.0,5217663127.92,443.83990772,11759500.0,11750500.0,11617500.0,,,,,,middle,middle,under,False,False,11470475.0,over,,under,False
2017-12-01 21:00:00,11800000.0,11917000.0,11800000.0,12023000.0,16548916672.3,1386.12222235,11911500.0,11694000.0,11729000.0,,,,,,middle,middle,over,False,True,11501575.0,over,,under,False
2017-12-01 21:30:00,11917000.0,11858000.0,11821000.0,11967000.0,8137876676.1,684.30973747,11894000.0,11674500.0,11729000.0,,,,,,middle,middle,over,False,False,11532675.0,over,,under,False
2017-12-01 22:00:00,11860000.0,12206000.0,11859000.0,12394000.0,25237243116.2,2074.11067795,12126500.0,11797500.0,11951500.0,,,,,,middle,middle,over,False,False,11574675.0,over,,under,False
2017-12-01 22:30:00,12230000.0,12530000.0,12205000.0,12680000.0,40384626761.2,3233.45278054,12442500.0,11940500.0,12115000.0,,,,,,middle,middle,over,False,True,11614775.0,over,,under,False
2017-12-01 23:00:00,12530000.0,12355000.0,12210000.0,12554000.0,23146997295.6,1864.85364057,12382000.0,11940500.0,12115000.0,,,,,,middle,middle,over,False,False,11647900.0,over,,under,False
